IconclassURI,Emojiconclass,IconclassLabel
http://iconclass.org/11HH(AGNES)32,,"personal devotion of St. Agnes - baptism, consecration, taking vows of female saint"
http://iconclass.org/11HH(AGNES)33,,"personal devotion of St. Agnes - renouncing worldly goods, ascetic life of female saint"
http://iconclass.org/11HH(AGNES)34,,the mystic marriage of St. Agnes with the infant Christ
http://iconclass.org/11HH(AGNES)35,,personal devotion of St. Agnes - temptation of female saint
http://iconclass.org/11HH(AGNES)36,,personal devotion of St. Agnes - penitence of female saint
http://iconclass.org/11HH(AGNES)37,,"personal devotion of St. Agnes - female saint meditating, in ecstasy"
http://iconclass.org/11HH(AGNES)59,,"the virgin martyr Agnes of Rome; possible attributes: lamb, ring - stigmatization of female saint"
http://iconclass.org/11HH(AGNES)61,,St. Agnes is taken to a brothel
http://iconclass.org/11HH(AGNES)62,,"St. Agnes is led naked through the streets of Rome, but she is covered by her hair, which has grown miraculously down to her feet"
http://iconclass.org/11HH(AGNES)63,,an angel brings St. Agnes a white cloak (or surrounds her with a shining light)
http://iconclass.org/11HH(AGNES)64,,"the son of the prefect of Rome, who tried to violate St. Agnes, is struck blind or dead; Agnes raises him from the dead"
http://iconclass.org/11HH(AGNES)65,,St. Agnes tied to the stake remains unharmed; the executioners are consumed by the fire
http://iconclass.org/11HH(AGNES)68,,"kneeling upon extinguished faggots, St. Agnes is stabbed in the throat or beheaded"
http://iconclass.org/11HH(AGNES)69,,"martyrdom, suffering, misfortune, death of St. Agnes - maltreatment of the corpse of female saint"
http://iconclass.org/11HH(AGNES)81,,"the virgin martyr Agnes of Rome; possible attributes: lamb, ring - finding, transportation of relics of female saint"
http://iconclass.org/11HH(AGNES)82,,"the virgin martyr Agnes of Rome; possible attributes: lamb, ring - miracles occurring during handling of relics of female saint"
http://iconclass.org/11HH(AGNES)83,,"the virgin martyr Agnes of Rome; possible attributes: lamb, ring - posthumous deeds, appearances of female saints"
http://iconclass.org/11HH(AGNES)84,,"the virgin martyr Agnes of Rome; possible attributes: lamb, ring - beatification, canonization of female saint"
http://iconclass.org/11HH(ANNA)119,,"Anna, mother of Mary; possible attributes: book, Christ-child, lily, Virgin Mary - female saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11HH(ANNA)131,,"Anna, mother of Mary; possible attributes: book, Christ-child, lily, Virgin Mary - female saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11HH(BARBARA),,"the virgin martyr Barbara; possible attributes: book, cannon(ball), crown, cross, chalice with wafer, Dioscuros (her father), peacock feather, sword, torches, mason's tools, tower"
http://iconclass.org/11HH(BRIDGET),,"the foundress of the Order of Bri(d)gettines, the widow Bridget (Birgitta) of Sweden; possible attributes: band over veil with five red spots, book, candle, heart with cross, inkhorn, pilgrim's hat, staff, wallet"
http://iconclass.org/11HH(BRIGID)0,,"the abbess of Kildare, Brigid (Bridget) of Ireland; possible attributes: cow, flame, goose - female saint represented in a group"
http://iconclass.org/11HH(BRIGID)1,,specific aspects ~ St. Brigid
http://iconclass.org/11HH(BRIGID)2,,"the abbess of Kildare, Brigid (Bridget) of Ireland; possible attributes: cow, flame, goose - early life of female saint"
http://iconclass.org/11HH(BRIGID)3,,"the abbess of Kildare, Brigid (Bridget) of Ireland; possible attributes: cow, flame, goose - personal devotion of female saint"
http://iconclass.org/11HH(BRIGID)4,,non-miraculous activities and events ~ St. Brigid
http://iconclass.org/11HH(BRIGID)5,,miraculous activities and events ~ St. Brigid
http://iconclass.org/11HH(BRIGID)6,,"the abbess of Kildare, Brigid (Bridget) of Ireland; possible attributes: cow, flame, goose - martyrdom, suffering, misfortune, death of female saint"
http://iconclass.org/11HH(BRIGID)7,,"the abbess of Kildare, Brigid (Bridget) of Ireland; possible attributes: cow, flame, goose - apotheosis, glory, triumph of female saint"
http://iconclass.org/11HH(BRIGID)8,,"the abbess of Kildare, Brigid (Bridget) of Ireland; possible attributes: cow, flame, goose - post-mortem occurrences of female saint"
http://iconclass.org/11HH(BRIGID)9,,"the abbess of Kildare, Brigid (Bridget) of Ireland; possible attributes: cow, flame, goose - portrait of female saint"
http://iconclass.org/11HH(CECILIA),,"the virgin martyr Cecilia of Rome; possible attributes: falcon, musical instruments, organ, wreath of roses and lilies"
http://iconclass.org/11HH(CLARE)11,,"specific aspects ~ St. Clare - female saint as patroness, protectress, intercessor"
http://iconclass.org/11HH(CLARE)12,,"specific aspects ~ St. Clare - female saint writing, studying, teaching, dictating"
http://iconclass.org/11HH(CLARE)13,,St. Clare handing over the Rules of the Order to pope Innocent IV
http://iconclass.org/11HH(CLARE)31,,"personal devotion of St. Clare - vocation, conversion of female saint"
http://iconclass.org/11HH(CLARE)32,,St. Francis of Assisi cuts St. Clare's hair and gives her the habit of the Order
http://iconclass.org/11HH(CLARE)33,,"personal devotion of St. Clare - renouncing worldly goods, ascetic life of female saint"
http://iconclass.org/11HH(CLARE)34,,visions of St. Clare
http://iconclass.org/11HH(CLARE)35,,personal devotion of St. Clare - temptation of female saint
http://iconclass.org/11HH(CLARE)36,,personal devotion of St. Clare - penitence of female saint
http://iconclass.org/11HH(CLARE)37,,"personal devotion of St. Clare - female saint meditating, in ecstasy"
http://iconclass.org/11HH(CLARE)41,,St. Clare and St. Francis of Assisi
http://iconclass.org/11HH(CLARE)51,,St. Clare repulsing the Saracens from the walls of Assisi by holding up a monstrance
http://iconclass.org/11HH(CLARE)59,,miraculous activities and events ~ St. Clare - stigmatization of female saint
http://iconclass.org/11HH(CLARE)68,,"death-bed of St. Clare: nuns, female martyrs, and the pope with cardinals may be present"
http://iconclass.org/11HH(CLARE)69,,"martyrdom, suffering, misfortune, death of St. Clare - maltreatment of the corpse of female saint"
http://iconclass.org/11HH(CLARE)81,,"the virgin and foundress of the Order of Minoresses (or Poor Clares), Clare of Assisi; possible attributes: book, cross, flaming horn, lily, monstrance, palm-branch, pastoral staff, rosary - finding, transportation of relics of female saint"
http://iconclass.org/11HH(CLARE)82,,"the virgin and foundress of the Order of Minoresses (or Poor Clares), Clare of Assisi; possible attributes: book, cross, flaming horn, lily, monstrance, palm-branch, pastoral staff, rosary - miracles occurring during handling of relics of female saint"
http://iconclass.org/11HH(CLARE)83,,"the virgin and foundress of the Order of Minoresses (or Poor Clares), Clare of Assisi; possible attributes: book, cross, flaming horn, lily, monstrance, palm-branch, pastoral staff, rosary - posthumous deeds, appearances of female saints"
http://iconclass.org/11HH(CLARE)84,,"the virgin and foundress of the Order of Minoresses (or Poor Clares), Clare of Assisi; possible attributes: book, cross, flaming horn, lily, monstrance, palm-branch, pastoral staff, rosary - beatification, canonization of female saint"
http://iconclass.org/11HH(CUNERA)0,,the virgin martyr Cunera - female saint represented in a group
http://iconclass.org/11HH(CUNERA)1,,the virgin martyr Cunera - specific aspects ~ female saint
http://iconclass.org/11HH(CUNERA)2,,the virgin martyr Cunera - early life of female saint
http://iconclass.org/11HH(CUNERA)3,,the virgin martyr Cunera - personal devotion of female saint
http://iconclass.org/11HH(CUNERA)4,,the virgin martyr Cunera - non-miraculous activities and events ~ female saint
http://iconclass.org/11HH(CUNERA)5,,the virgin martyr Cunera - miraculous activities and events ~ female saint
http://iconclass.org/11HH(CUNERA)6,,"the virgin martyr Cunera - martyrdom, suffering, misfortune, death of female saint"
http://iconclass.org/11HH(CUNERA)7,,"the virgin martyr Cunera - apotheosis, glory, triumph of female saint"
http://iconclass.org/11HH(CUNERA)8,,the virgin martyr Cunera - post-mortem occurrences of female saint
http://iconclass.org/11HH(CUNERA)9,,the virgin martyr Cunera - portrait of female saint
http://iconclass.org/11HH(DYMPNA)0,,"the virgin martyr Dympna of Gheel; possible attributes: crown, devil under foot or on chain, sceptre, sword - female saint represented in a group"
http://iconclass.org/11HH(DYMPNA)1,,"the virgin martyr Dympna of Gheel; possible attributes: crown, devil under foot or on chain, sceptre, sword - specific aspects ~ female saint"
http://iconclass.org/11HH(DYMPNA)2,,"the virgin martyr Dympna of Gheel; possible attributes: crown, devil under foot or on chain, sceptre, sword - early life of female saint"
http://iconclass.org/11HH(DYMPNA)3,,"the virgin martyr Dympna of Gheel; possible attributes: crown, devil under foot or on chain, sceptre, sword - personal devotion of female saint"
http://iconclass.org/11HH(DYMPNA)4,,non-miraculous activities and events ~ St. Dympna
http://iconclass.org/11HH(DYMPNA)5,,"the virgin martyr Dympna of Gheel; possible attributes: crown, devil under foot or on chain, sceptre, sword - miraculous activities and events ~ female saint"
http://iconclass.org/11HH(DYMPNA)6,,"martyrdom, suffering, misfortune, death of St. Dympna"
http://iconclass.org/11HH(DYMPNA)7,,apotheosis of St. Dympna: she is carried to heaven by angels
http://iconclass.org/11HH(DYMPNA)8,,"the virgin martyr Dympna of Gheel; possible attributes: crown, devil under foot or on chain, sceptre, sword - post-mortem occurrences of female saint"
http://iconclass.org/11HH(DYMPNA)9,,"the virgin martyr Dympna of Gheel; possible attributes: crown, devil under foot or on chain, sceptre, sword - portrait of female saint"
http://iconclass.org/11HH(FAITH)11,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - female saint as patroness, protectress, intercessor"
http://iconclass.org/11HH(FAITH)12,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - female saint writing, studying, teaching, dictating"
http://iconclass.org/11HH(FAITH)13,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - female saint as foundress of Order"
http://iconclass.org/11HH(FAITH)31,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - vocation, conversion of female saint"
http://iconclass.org/11HH(FAITH)32,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - baptism, consecration, taking vows of female saint"
http://iconclass.org/11HH(FAITH)33,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - renouncing worldly goods, ascetic life of female saint"
http://iconclass.org/11HH(FAITH)34,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - vision(s), mystic marriage of female saint"
http://iconclass.org/11HH(FAITH)35,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - temptation of female saint"
http://iconclass.org/11HH(FAITH)36,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - penitence of female saint"
http://iconclass.org/11HH(FAITH)37,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - female saint meditating, in ecstasy"
http://iconclass.org/11HH(FAITH)59,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - stigmatization of female saint"
http://iconclass.org/11HH(FAITH)61,,St. Faith is roasted on a gridiron
http://iconclass.org/11HH(FAITH)62,,the breasts of St. Faith are cut off
http://iconclass.org/11HH(FAITH)68,,St. Faith is beheaded
http://iconclass.org/11HH(FAITH)69,,"martyrdom, suffering, misfortune, death of St. Faith - maltreatment of the corpse of female saint"
http://iconclass.org/11HH(FAITH)81,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - finding, transportation of relics of female saint"
http://iconclass.org/11HH(FAITH)82,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - miracles occurring during handling of relics of female saint"
http://iconclass.org/11HH(FAITH)83,,"the virgin martyr Faith (Fides, Foi) of Agen (or Conques); possible attributes: bundle of rods, crown, dove, gridiron, palm-branch, sword - posthumous deeds, appearances of female saints"
